user_id,destination,category,rating
U0756,Taj Mahal,Historical,1
U0686,Leh Ladakh,Adventure,5
U0941,Taj Mahal,Historical,4
U0899,Kerala Backwaters,Nature,1
U0544,Goa Beaches,Beach,4
U0132,Kerala Backwaters,Nature,5
U0890,Leh Ladakh,Adventure,4
U0944,Taj Mahal,Historical,4
U0438,Leh Ladakh,Adventure,1
U0524,Taj Mahal,Historical,5
U0160,Taj Mahal,Historical,1
U0288,Jaipur City,City,3
U0363,Goa Beaches,Beach,2
U0035,Taj Mahal,Historical,5
U0316,Goa Beaches,Beach,5
U0239,Goa Beaches,Beach,4
U0948,Leh Ladakh,Adventure,3
U0343,Jaipur City,City,3
U0050,Taj Mahal,Historical,2
U0078,Taj Mahal,Historical,4
U0563,Jaipur City,City,3
U0805,Jaipur City,City,3
U0462,Jaipur City,City,2
U0762,Kerala Backwaters,Nature,1
U0129,Kerala Backwaters,Nature,2
U0404,Goa Beaches,Beach,3
U0155,Goa Beaches,Beach,5
U0944,Kerala Backwaters,Nature,4
U0148,Taj Mahal,Historical,2
U0119,Goa Beaches,Beach,4
U0356,Jaipur City,City,2
U0596,Taj Mahal,Historical,5
U0850,Taj Mahal,Historical,1
U0975,Jaipur City,City,3
U0759,Kerala Backwaters,Nature,1
U0298,Goa Beaches,Beach,4
U0367,Taj Mahal,Historical,4
U0904,Kerala Backwaters,Nature,5
U0750,Taj Mahal,Historical,2
U0256,Goa Beaches,Beach,3
U0703,Goa Beaches,Beach,2
U0757,Taj Mahal,Historical,2
U0526,Leh Ladakh,Adventure,3
U0480,Kerala Backwaters,Nature,1
U0782,Leh Ladakh,Adventure,3
U0874,Leh Ladakh,Adventure,3
U0979,Jaipur City,City,2
U0851,Taj Mahal,Historical,4
U0823,Kerala Backwaters,Nature,3
U0127,Jaipur City,City,3
U0250,Jaipur City,City,2
U0392,Taj Mahal,Historical,4
U0621,Kerala Backwaters,Nature,5
U0204,Leh Ladakh,Adventure,2
U0814,Taj Mahal,Historical,4
U0539,Goa Beaches,Beach,4
U0677,Kerala Backwaters,Nature,2
U0299,Leh Ladakh,Adventure,2
U0883,Taj Mahal,Historical,5
U0916,Jaipur City,City,1
U0483,Taj Mahal,Historical,1
U0575,Taj Mahal,Historical,2
U0544,Jaipur City,City,5
U0632,Leh Ladakh,Adventure,1
U0467,Kerala Backwaters,Nature,2
U0484,Goa Beaches,Beach,4
U0902,Taj Mahal,Historical,2
U0015,Goa Beaches,Beach,1
U0235,Taj Mahal,Historical,1
U0402,Goa Beaches,Beach,1
U0792,Jaipur City,City,1
U0819,Kerala Backwaters,Nature,1
U0863,Leh Ladakh,Adventure,4
U0436,Jaipur City,City,5
U0868,Kerala Backwaters,Nature,4
U0608,Kerala Backwaters,Nature,1
U0146,Kerala Backwaters,Nature,2
U0936,Kerala Backwaters,Nature,1
U0234,Kerala Backwaters,Nature,4
U0672,Leh Ladakh,Adventure,1
U0181,Kerala Backwaters,Nature,1
U0662,Goa Beaches,Beach,3
U0742,Taj Mahal,Historical,5
U0904,Taj Mahal,Historical,5
U0247,Taj Mahal,Historical,2
U0279,Kerala Backwaters,Nature,5
U0051,Taj Mahal,Historical,5
U0180,Leh Ladakh,Adventure,3
U0005,Leh Ladakh,Adventure,3
U0537,Goa Beaches,Beach,2
U0143,Kerala Backwaters,Nature,1
U0121,Leh Ladakh,Adventure,5
U0351,Taj Mahal,Historical,1
U0024,Goa Beaches,Beach,4
U0088,Jaipur City,City,2
U0888,Leh Ladakh,Adventure,2
U0353,Kerala Backwaters,Nature,5
U0367,Goa Beaches,Beach,4
U0593,Leh Ladakh,Adventure,1
U0079,Jaipur City,City,4
U0962,Leh Ladakh,Adventure,3
U0829,Taj Mahal,Historical,1
U0539,Kerala Backwaters,Nature,1
U0298,Taj Mahal,Historical,2
U0814,Jaipur City,City,5
U0211,Kerala Backwaters,Nature,3
U0746,Goa Beaches,Beach,5
U0218,Jaipur City,City,1
U0745,Taj Mahal,Historical,3
U0092,Goa Beaches,Beach,1
U0065,Jaipur City,City,1
U0653,Goa Beaches,Beach,4
U0365,Goa Beaches,Beach,3
U0724,Taj Mahal,Historical,5
U0530,Goa Beaches,Beach,4
U0747,Leh Ladakh,Adventure,5
U0723,Leh Ladakh,Adventure,2
U0071,Leh Ladakh,Adventure,4
U0954,Jaipur City,City,5
U0474,Kerala Backwaters,Nature,1
U0606,Goa Beaches,Beach,2
U0123,Kerala Backwaters,Nature,2
U0799,Kerala Backwaters,Nature,4
U0869,Goa Beaches,Beach,2
U0218,Kerala Backwaters,Nature,3
U0067,Jaipur City,City,4
U0786,Goa Beaches,Beach,5
U0335,Taj Mahal,Historical,2
U0429,Goa Beaches,Beach,4
U0931,Goa Beaches,Beach,1
U0846,Kerala Backwaters,Nature,2
U0904,Taj Mahal,Historical,1
U0359,Kerala Backwaters,Nature,4
U0888,Leh Ladakh,Adventure,4
U0413,Kerala Backwaters,Nature,1
U0594,Goa Beaches,Beach,1
U0443,Goa Beaches,Beach,2
U0878,Taj Mahal,Historical,3
U0461,Jaipur City,City,4
U0966,Jaipur City,City,2
U0976,Jaipur City,City,3
U0725,Leh Ladakh,Adventure,5
U0141,Goa Beaches,Beach,2
U0109,Leh Ladakh,Adventure,5
U0765,Jaipur City,City,5
U0165,Kerala Backwaters,Nature,3
U0852,Kerala Backwaters,Nature,4
U0201,Kerala Backwaters,Nature,3
U0359,Jaipur City,City,2
U0832,Goa Beaches,Beach,1
U0828,Kerala Backwaters,Nature,2
U0015,Taj Mahal,Historical,2
U0548,Leh Ladakh,Adventure,4
U0368,Leh Ladakh,Adventure,5
U0754,Leh Ladakh,Adventure,1
U0426,Taj Mahal,Historical,2
U0287,Jaipur City,City,4
U0166,Jaipur City,City,1
U0862,Leh Ladakh,Adventure,3
U0798,Kerala Backwaters,Nature,3
U0252,Jaipur City,City,3
U0247,Taj Mahal,Historical,4
U0585,Taj Mahal,Historical,4
U0538,Goa Beaches,Beach,1
U0790,Leh Ladakh,Adventure,3
U0767,Goa Beaches,Beach,5
U0259,Taj Mahal,Historical,4
U0259,Kerala Backwaters,Nature,5
U0123,Goa Beaches,Beach,4
U0298,Kerala Backwaters,Nature,1
U0503,Taj Mahal,Historical,5
U0647,Taj Mahal,Historical,3
U0232,Taj Mahal,Historical,4
U0091,Jaipur City,City,5
U0735,Goa Beaches,Beach,3
U0321,Leh Ladakh,Adventure,4
U0252,Kerala Backwaters,Nature,1
U0238,Goa Beaches,Beach,5
U0582,Jaipur City,City,4
U0315,Taj Mahal,Historical,2
U0537,Goa Beaches,Beach,1
U0033,Jaipur City,City,4
U0133,Goa Beaches,Beach,4
U0444,Goa Beaches,Beach,2
U0518,Taj Mahal,Historical,2
U0610,Goa Beaches,Beach,5
U0555,Goa Beaches,Beach,4
U0644,Leh Ladakh,Adventure,5
U0733,Jaipur City,City,3
U0717,Kerala Backwaters,Nature,1
U0343,Leh Ladakh,Adventure,3
U0887,Jaipur City,City,3
U0341,Jaipur City,City,4
U0575,Goa Beaches,Beach,5
U0070,Taj Mahal,Historical,3
U0409,Kerala Backwaters,Nature,3
U0874,Goa Beaches,Beach,2
U0419,Goa Beaches,Beach,4
U0080,Jaipur City,City,1
U0794,Jaipur City,City,4
U0784,Kerala Backwaters,Nature,1
U0606,Jaipur City,City,4
U0436,Leh Ladakh,Adventure,1
U0092,Taj Mahal,Historical,3
U0942,Kerala Backwaters,Nature,3
U0128,Leh Ladakh,Adventure,3
U0835,Jaipur City,City,5
U0715,Taj Mahal,Historical,2
U0126,Jaipur City,City,3
U0956,Goa Beaches,Beach,3
U0319,Jaipur City,City,4
U0917,Taj Mahal,Historical,2
U0430,Kerala Backwaters,Nature,3
U0592,Jaipur City,City,3
U0680,Leh Ladakh,Adventure,1
U0209,Goa Beaches,Beach,4
U0876,Jaipur City,City,5
U0923,Goa Beaches,Beach,3
U0688,Jaipur City,City,2
U0757,Taj Mahal,Historical,5
U0424,Leh Ladakh,Adventure,1
U0518,Leh Ladakh,Adventure,2
U0598,Taj Mahal,Historical,3
U0390,Taj Mahal,Historical,5
U0263,Jaipur City,City,2
U0408,Jaipur City,City,2
U0907,Goa Beaches,Beach,3
U0343,Kerala Backwaters,Nature,5
U0027,Leh Ladakh,Adventure,1
U0607,Goa Beaches,Beach,5
U0653,Taj Mahal,Historical,4
U0153,Leh Ladakh,Adventure,4
U0186,Taj Mahal,Historical,2
U0499,Leh Ladakh,Adventure,3
U0442,Goa Beaches,Beach,2
U0321,Kerala Backwaters,Nature,5
U0416,Kerala Backwaters,Nature,3
U0080,Kerala Backwaters,Nature,2
U0708,Leh Ladakh,Adventure,2
U0971,Goa Beaches,Beach,2
U0579,Taj Mahal,Historical,4
U0560,Jaipur City,City,1
U0837,Kerala Backwaters,Nature,3
U0415,Taj Mahal,Historical,4
U0864,Leh Ladakh,Adventure,2
U0584,Goa Beaches,Beach,3
U0992,Goa Beaches,Beach,4
U0682,Leh Ladakh,Adventure,2
U0725,Kerala Backwaters,Nature,1
U0550,Jaipur City,City,2
U0572,Kerala Backwaters,Nature,4
U0696,Goa Beaches,Beach,3
U0803,Goa Beaches,Beach,5
U0352,Jaipur City,City,1
U0283,Goa Beaches,Beach,5
U0844,Taj Mahal,Historical,3
U0690,Jaipur City,City,2
U0503,Kerala Backwaters,Nature,4
U0987,Kerala Backwaters,Nature,5
U0743,Kerala Backwaters,Nature,4
U0182,Goa Beaches,Beach,5
U0821,Kerala Backwaters,Nature,3
U0252,Goa Beaches,Beach,3
U0283,Goa Beaches,Beach,5
U0087,Kerala Backwaters,Nature,4
U0273,Kerala Backwaters,Nature,3
U0962,Kerala Backwaters,Nature,4
U0919,Jaipur City,City,2
U0055,Taj Mahal,Historical,4
U0454,Taj Mahal,Historical,2
U0530,Leh Ladakh,Adventure,4
U0530,Taj Mahal,Historical,4
U0748,Taj Mahal,Historical,2
U0991,Taj Mahal,Historical,1
U0189,Jaipur City,City,3
U0117,Taj Mahal,Historical,1
U0711,Kerala Backwaters,Nature,3
U0080,Jaipur City,City,3
U0827,Taj Mahal,Historical,3
U0684,Taj Mahal,Historical,2
U0847,Taj Mahal,Historical,4
U0620,Kerala Backwaters,Nature,4
U0701,Goa Beaches,Beach,5
U0777,Leh Ladakh,Adventure,2
U0091,Kerala Backwaters,Nature,3
U0042,Kerala Backwaters,Nature,2
U0115,Leh Ladakh,Adventure,3
U0008,Leh Ladakh,Adventure,5
U0943,Leh Ladakh,Adventure,5
U0537,Goa Beaches,Beach,2
U0063,Leh Ladakh,Adventure,2
U0172,Taj Mahal,Historical,1
U0800,Jaipur City,City,3
U0368,Jaipur City,City,3
U0685,Leh Ladakh,Adventure,1
U0878,Kerala Backwaters,Nature,1
U0423,Taj Mahal,Historical,5
U0594,Leh Ladakh,Adventure,1
U0224,Kerala Backwaters,Nature,4
U0747,Goa Beaches,Beach,1
U0318,Goa Beaches,Beach,3
U0288,Jaipur City,City,3
U0008,Kerala Backwaters,Nature,5
U0653,Jaipur City,City,4
U0949,Kerala Backwaters,Nature,4
U0567,Taj Mahal,Historical,5
U0628,Leh Ladakh,Adventure,5
U0801,Kerala Backwaters,Nature,5
U0053,Jaipur City,City,5
U0762,Kerala Backwaters,Nature,5
U0463,Kerala Backwaters,Nature,1
U0121,Leh Ladakh,Adventure,2
U0437,Jaipur City,City,2
U0642,Kerala Backwaters,Nature,4
U0344,Kerala Backwaters,Nature,2
U0316,Leh Ladakh,Adventure,3
U0592,Taj Mahal,Historical,3
U0858,Leh Ladakh,Adventure,3
U0835,Taj Mahal,Historical,2
U0335,Leh Ladakh,Adventure,4
U0496,Jaipur City,City,1
U0013,Kerala Backwaters,Nature,2
U0069,Leh Ladakh,Adventure,2
U0215,Goa Beaches,Beach,5
U0035,Goa Beaches,Beach,4
U0778,Taj Mahal,Historical,5
U0578,Taj Mahal,Historical,4
U0261,Leh Ladakh,Adventure,1
U0673,Jaipur City,City,1
U0527,Goa Beaches,Beach,1
U0163,Jaipur City,City,4
U0578,Leh Ladakh,Adventure,1
U0311,Leh Ladakh,Adventure,5
U0242,Kerala Backwaters,Nature,5
U0073,Leh Ladakh,Adventure,1
U0779,Kerala Backwaters,Nature,1
U0446,Leh Ladakh,Adventure,4
U0320,Jaipur City,City,1
U0639,Leh Ladakh,Adventure,5
U0733,Taj Mahal,Historical,5
U0572,Jaipur City,City,5
U0168,Goa Beaches,Beach,2
U0114,Leh Ladakh,Adventure,5
U0282,Kerala Backwaters,Nature,3
U0359,Jaipur City,City,4
U0002,Goa Beaches,Beach,2
U0777,Taj Mahal,Historical,3
U0067,Leh Ladakh,Adventure,4
U0346,Jaipur City,City,2
U0736,Leh Ladakh,Adventure,2
U0932,Leh Ladakh,Adventure,5
U0718,Leh Ladakh,Adventure,1
U0534,Taj Mahal,Historical,2
U0743,Kerala Backwaters,Nature,1
U0017,Leh Ladakh,Adventure,4
U0319,Kerala Backwaters,Nature,4
U0954,Taj Mahal,Historical,4
U0368,Taj Mahal,Historical,3
U0293,Kerala Backwaters,Nature,3
U0723,Jaipur City,City,3
U0434,Taj Mahal,Historical,1
U0707,Kerala Backwaters,Nature,2
U0466,Leh Ladakh,Adventure,5
U0306,Goa Beaches,Beach,3
U0586,Jaipur City,City,5
U0341,Kerala Backwaters,Nature,1
U0020,Taj Mahal,Historical,5
U0999,Taj Mahal,Historical,3
U0292,Leh Ladakh,Adventure,2
U0213,Leh Ladakh,Adventure,2
U0891,Leh Ladakh,Adventure,5
U0335,Leh Ladakh,Adventure,4
U0669,Taj Mahal,Historical,4
U0473,Jaipur City,City,5
U0009,Taj Mahal,Historical,5
U0003,Kerala Backwaters,Nature,4
U0013,Leh Ladakh,Adventure,5
U0721,Taj Mahal,Historical,4
U0293,Kerala Backwaters,Nature,4
U0693,Jaipur City,City,2
U0936,Leh Ladakh,Adventure,1
U0356,Taj Mahal,Historical,2
U0840,Jaipur City,City,5
U0554,Kerala Backwaters,Nature,4
U0338,Taj Mahal,Historical,5
U0434,Leh Ladakh,Adventure,3
U0768,Kerala Backwaters,Nature,3
U0108,Goa Beaches,Beach,2
U0511,Kerala Backwaters,Nature,2
U0093,Jaipur City,City,1
U0752,Jaipur City,City,5
U0516,Taj Mahal,Historical,5
U0527,Jaipur City,City,2
U0023,Leh Ladakh,Adventure,3
U0569,Taj Mahal,Historical,2
U0676,Goa Beaches,Beach,2
U0027,Goa Beaches,Beach,5
U0944,Goa Beaches,Beach,3
U0613,Taj Mahal,Historical,3
U0614,Taj Mahal,Historical,2
U0373,Goa Beaches,Beach,5
U0169,Taj Mahal,Historical,5
U0482,Leh Ladakh,Adventure,3
U0535,Goa Beaches,Beach,4
U0343,Jaipur City,City,1
U0016,Leh Ladakh,Adventure,2
U0401,Leh Ladakh,Adventure,1
U0065,Goa Beaches,Beach,4
U0767,Goa Beaches,Beach,4
U0137,Leh Ladakh,Adventure,5
U0992,Taj Mahal,Historical,5
U0528,Goa Beaches,Beach,4
U0059,Jaipur City,City,4
U0528,Kerala Backwaters,Nature,1
U0597,Taj Mahal,Historical,5
U0290,Jaipur City,City,3
U0657,Jaipur City,City,5
U0400,Kerala Backwaters,Nature,1
U0750,Leh Ladakh,Adventure,1
U0833,Jaipur City,City,1
U0773,Kerala Backwaters,Nature,3
U0285,Goa Beaches,Beach,2
U0184,Kerala Backwaters,Nature,3
U0560,Kerala Backwaters,Nature,4
U0498,Goa Beaches,Beach,3
U0659,Kerala Backwaters,Nature,3
U0591,Kerala Backwaters,Nature,4
U0964,Jaipur City,City,4
U0458,Goa Beaches,Beach,2
U0572,Leh Ladakh,Adventure,3
U0502,Jaipur City,City,1
U0635,Jaipur City,City,4
U0512,Leh Ladakh,Adventure,2
U0609,Goa Beaches,Beach,2
U0758,Jaipur City,City,4
U0030,Kerala Backwaters,Nature,5
U0124,Taj Mahal,Historical,3
U0678,Taj Mahal,Historical,3
U0003,Taj Mahal,Historical,4
U0928,Taj Mahal,Historical,3
U0424,Taj Mahal,Historical,5
U0778,Kerala Backwaters,Nature,5
U0490,Kerala Backwaters,Nature,1
U0765,Kerala Backwaters,Nature,2
U0286,Jaipur City,City,1
U0235,Taj Mahal,Historical,2
U0122,Jaipur City,City,1
U0982,Kerala Backwaters,Nature,1
U0679,Goa Beaches,Beach,5
U0210,Taj Mahal,Historical,1
U0346,Jaipur City,City,4
U0953,Taj Mahal,Historical,2
U0862,Jaipur City,City,2
U0290,Kerala Backwaters,Nature,2
U0093,Leh Ladakh,Adventure,2
U0217,Kerala Backwaters,Nature,4
U0940,Taj Mahal,Historical,5
U0197,Jaipur City,City,4
U0930,Jaipur City,City,2
U0943,Kerala Backwaters,Nature,4
U0035,Jaipur City,City,2
U0366,Kerala Backwaters,Nature,2
U0214,Goa Beaches,Beach,3
U0560,Goa Beaches,Beach,3
U0684,Goa Beaches,Beach,2
U0373,Leh Ladakh,Adventure,1
U0623,Leh Ladakh,Adventure,1
U0474,Jaipur City,City,4
U0042,Leh Ladakh,Adventure,4
U0394,Taj Mahal,Historical,1
U0104,Leh Ladakh,Adventure,1
U0013,Leh Ladakh,Adventure,5
U0868,Kerala Backwaters,Nature,5
U0954,Kerala Backwaters,Nature,2
U0342,Leh Ladakh,Adventure,3
U0754,Taj Mahal,Historical,2
U0087,Kerala Backwaters,Nature,3
U0441,Leh Ladakh,Adventure,2
U0878,Goa Beaches,Beach,4
U0757,Jaipur City,City,4
U0516,Kerala Backwaters,Nature,1
U0915,Kerala Backwaters,Nature,1
U0718,Jaipur City,City,4
U0269,Goa Beaches,Beach,3
U0621,Taj Mahal,Historical,5
U0688,Goa Beaches,Beach,3
U0905,Goa Beaches,Beach,2
U0709,Kerala Backwaters,Nature,3
U0713,Taj Mahal,Historical,2
U0158,Goa Beaches,Beach,4
U0400,Goa Beaches,Beach,1
U0318,Taj Mahal,Historical,2
U0699,Goa Beaches,Beach,2
U0001,Taj Mahal,Historical,5
U0367,Jaipur City,City,3
U0578,Taj Mahal,Historical,1
U0951,Kerala Backwaters,Nature,1
U0054,Jaipur City,City,2
U0573,Goa Beaches,Beach,2
U0093,Goa Beaches,Beach,4
U0320,Leh Ladakh,Adventure,4
U0325,Leh Ladakh,Adventure,4
U0567,Kerala Backwaters,Nature,5
U0849,Taj Mahal,Historical,5
U0944,Goa Beaches,Beach,3
U0855,Leh Ladakh,Adventure,1
U0042,Jaipur City,City,2
U0677,Kerala Backwaters,Nature,2
U0382,Taj Mahal,Historical,3
U0668,Goa Beaches,Beach,4
U0674,Leh Ladakh,Adventure,1
U0336,Taj Mahal,Historical,1
U0484,Leh Ladakh,Adventure,1
U0923,Leh Ladakh,Adventure,2
U0799,Jaipur City,City,1
U0239,Leh Ladakh,Adventure,5
U0174,Kerala Backwaters,Nature,1
U0985,Jaipur City,City,4
U0812,Jaipur City,City,3
U0459,Goa Beaches,Beach,2
U0873,Leh Ladakh,Adventure,2
U0230,Goa Beaches,Beach,3
U0391,Taj Mahal,Historical,3
U0272,Kerala Backwaters,Nature,2
U0407,Leh Ladakh,Adventure,2
U0384,Jaipur City,City,3
U0468,Kerala Backwaters,Nature,5
U0647,Taj Mahal,Historical,4
U0148,Jaipur City,City,4
U0612,Goa Beaches,Beach,5
U0942,Kerala Backwaters,Nature,1
U0448,Goa Beaches,Beach,2
U0332,Jaipur City,City,1
U0191,Kerala Backwaters,Nature,1
U0774,Taj Mahal,Historical,2
U0044,Leh Ladakh,Adventure,5
U0916,Goa Beaches,Beach,1
U0850,Taj Mahal,Historical,4
U0349,Jaipur City,City,1
U0158,Goa Beaches,Beach,2
U0480,Leh Ladakh,Adventure,2
U0870,Kerala Backwaters,Nature,2
U0466,Kerala Backwaters,Nature,4
U0769,Taj Mahal,Historical,1
U0260,Goa Beaches,Beach,5
U0937,Goa Beaches,Beach,1
U0082,Leh Ladakh,Adventure,4
U0348,Goa Beaches,Beach,4
U0814,Goa Beaches,Beach,1
U0769,Taj Mahal,Historical,3
U0009,Leh Ladakh,Adventure,4
U0528,Kerala Backwaters,Nature,2
U0197,Taj Mahal,Historical,4
U0834,Taj Mahal,Historical,4
U0168,Taj Mahal,Historical,5
U0711,Taj Mahal,Historical,2
U0302,Kerala Backwaters,Nature,1
U0647,Jaipur City,City,1
U0418,Jaipur City,City,4
U0972,Jaipur City,City,1
U0745,Taj Mahal,Historical,4
U0878,Taj Mahal,Historical,4
U0101,Goa Beaches,Beach,4
U0888,Jaipur City,City,3
U0865,Leh Ladakh,Adventure,2
U0394,Taj Mahal,Historical,1
U0106,Leh Ladakh,Adventure,1
U0722,Goa Beaches,Beach,1
U0654,Jaipur City,City,2
U0520,Kerala Backwaters,Nature,4
U0184,Jaipur City,City,3
U0328,Goa Beaches,Beach,1
U0846,Kerala Backwaters,Nature,2
U0902,Taj Mahal,Historical,2
U0806,Kerala Backwaters,Nature,1
U0597,Taj Mahal,Historical,2
U0465,Taj Mahal,Historical,2
U0401,Kerala Backwaters,Nature,5
U0868,Kerala Backwaters,Nature,1
U0686,Kerala Backwaters,Nature,1
U0055,Jaipur City,City,3
U0934,Taj Mahal,Historical,1
U0188,Goa Beaches,Beach,5
U0651,Leh Ladakh,Adventure,2
U0950,Goa Beaches,Beach,4
U0978,Kerala Backwaters,Nature,4
U0999,Taj Mahal,Historical,3
U0184,Leh Ladakh,Adventure,1
U0372,Goa Beaches,Beach,2
U0778,Leh Ladakh,Adventure,1
U0135,Taj Mahal,Historical,5
U0945,Kerala Backwaters,Nature,3
U0102,Kerala Backwaters,Nature,2
U0374,Jaipur City,City,2
U0526,Leh Ladakh,Adventure,3
U0294,Leh Ladakh,Adventure,3
U0800,Kerala Backwaters,Nature,1
U0893,Taj Mahal,Historical,3
U0614,Leh Ladakh,Adventure,5
U0826,Jaipur City,City,4
U0507,Goa Beaches,Beach,2
U0315,Jaipur City,City,1
U0102,Taj Mahal,Historical,3
U0166,Kerala Backwaters,Nature,5
U0011,Kerala Backwaters,Nature,3
U0056,Goa Beaches,Beach,5
U0722,Taj Mahal,Historical,2
U0050,Kerala Backwaters,Nature,3
U0300,Kerala Backwaters,Nature,1
U0834,Taj Mahal,Historical,5
U0209,Goa Beaches,Beach,1
U0700,Leh Ladakh,Adventure,4
U0303,Jaipur City,City,2
U0809,Jaipur City,City,5
U0849,Taj Mahal,Historical,2
U0220,Taj Mahal,Historical,3
U0896,Kerala Backwaters,Nature,4
U0637,Kerala Backwaters,Nature,1
U0098,Jaipur City,City,1
U0631,Kerala Backwaters,Nature,1
U0043,Leh Ladakh,Adventure,1
U0961,Leh Ladakh,Adventure,2
U0689,Leh Ladakh,Adventure,3
U0729,Kerala Backwaters,Nature,3
U0970,Leh Ladakh,Adventure,5
U0934,Taj Mahal,Historical,2
U0498,Jaipur City,City,1
U0531,Goa Beaches,Beach,4
U0015,Taj Mahal,Historical,4
U0228,Leh Ladakh,Adventure,1
U0637,Goa Beaches,Beach,5
U0366,Taj Mahal,Historical,1
U0823,Kerala Backwaters,Nature,3
U0693,Jaipur City,City,1
U0837,Goa Beaches,Beach,3
U0216,Goa Beaches,Beach,1
U0798,Leh Ladakh,Adventure,5
U0207,Goa Beaches,Beach,3
U0187,Goa Beaches,Beach,4
U0208,Jaipur City,City,3
U0308,Leh Ladakh,Adventure,3
U0095,Goa Beaches,Beach,2
U0103,Jaipur City,City,2
U0063,Goa Beaches,Beach,2
U0397,Leh Ladakh,Adventure,3
U0240,Leh Ladakh,Adventure,2
U0153,Kerala Backwaters,Nature,2
U0930,Taj Mahal,Historical,2
U0072,Kerala Backwaters,Nature,3
U0928,Jaipur City,City,4
U0213,Leh Ladakh,Adventure,4
U0094,Leh Ladakh,Adventure,1
U0773,Jaipur City,City,3
U0712,Taj Mahal,Historical,3
U0201,Jaipur City,City,3
U0336,Goa Beaches,Beach,2
U0360,Leh Ladakh,Adventure,2
U0990,Taj Mahal,Historical,3
